ARMM,Maguindanao,,,,
ARMM,Sulu,,,,
ARMM,Tawi-Tawi,,,,
Region-I,Ilocos Norte,Laoag City,"Long before the Spanish arrived, the Ilocos region, encompassing present-day Ilocos Norte, Ilocos Sur, Abra, and La Union, was known for its gold mines and trade with merchants from Japan and China. In 1572, Juan de Salcedo led a Spanish expedition to the area, discovering sheltered coves along the coast and naming the region ""Ylocos"" and its people ""Ylocanos"". Despite Spanish efforts at colonization, resistance from the locals, spurred by abusive practices of Augustinian friars, led to revolts like those of Diego Silang and Pedro Almasan. The population growth and administrative challenges prompted the division of the province into Ilocos Norte and Ilocos Sur in 1818, with Laoag City becoming the capital of Ilocos Norte.",609588,3418.75
Region-I,Ilocos Sur,Vigan City,"Before the arrival of the Spaniards, the coastal plains of Northwestern Luzon were known as ""SAMTOY,"" meaning ""OUR DIALECT"" in Ilokano. The Spaniards later named the region ""YLOKOS"" from the Spanish term ""Y-looc,"" referring to coastal bays. This term evolved to ""Ylocos"" and eventually ""Ilocos,"" referring to the inhabitants as ""Ilocanos."" Don Juan de Salcedo arrived in Vigan in 1572, making it the center of Spanish presence in the region. Augustinian missionaries played a significant role in evangelizing the area, establishing churches that stand today. In 1818, Ilocos Norte was separated from Ilocos Sur, with Vigan City as the provincial capital. Today, Ilocos Sur comprises two congressional districts, two component cities, 32 municipalities, and 768 barangays.",706009,2596
Region-I,La Union,San Fernando City,"La Union, aptly named for its amalgamation of towns from Ilocos Sur, Pangasinan, and Benguet provinces, was established as a province on March 2, 1850, and formally approved by Spain in 1854. Throughout its history, it endured conflicts with the Spaniards, Americans, and Japanese. Today, it serves as the center of the Ilocos Region, with San Fernando City as its capital and regional hub. Bounded by Ilocos Sur, Benguet, Pangasinan, and the South China Sea, La Union boasts a diverse landscape and thriving agriculture, particularly in tobacco, banana, coconut, mango, and rice production. With over 110 kilometers of coastline, the province is renowned for its pristine beaches and natural attractions, making it a prime destination for tourists. Small and medium enterprises, including pottery making and sericulture, contribute to its economic vibrancy. La Union experiences two distinct seasons, with a dry period from December to April and wet weather for the rest of the year, with an average annual rainfall of 183.3 millimeters and an average temperature of 25.2 degrees Celsius.",822352,1499.28
Region-I,Pangasinan,Lingayen,"Pangasinan, known for its agricultural prowess, derives its name from ""PanagASINan,"" meaning ""where salt is made,"" reflecting its coastal livelihood. With approximately 536,818 hectares of land, it encompasses 41.8% of Region 1 and holds significant cultural heritage. Conquered by D. Martin de Goiti in 1571, Pangasinan became an encomienda in 1572 and a province in 1580. Its diverse culture is showcased through vibrant festivals and culinary delights, including the famed 3Bs—Bangus, Bocayo, and Bagoong. Boasting picturesque coastlines, historical churches, and culinary treasures, it entices visitors with its natural beauty and gastronomic offerings. With a population of 3,163,190, San Carlos City stands as its most populous area. The province is divided linguistically, with Sambal, Pangasinan, and Ilocano speakers, reflecting its rich cultural tapestry. Pangasinan's tourism potential is evident in its stunning beaches and delectable cuisine, offering a glimpse into its vibrant local life. Each town celebrates its uniqueness through One Town One Product initiatives and colorful festivals. Beyond its attractions, Pangasinan is cherished for the warmth and hospitality of its people, making it a truly inviting destination.",3163190,5450.59
Region-II,Batanes,Basco,"Basco, the capital of Batanes province in the Philippines, is situated on Batan Island, the second largest among the Batanes Islands. With a population of 9,517 people according to the 2020 census, Basco features the Basco Lighthouse as one of its prominent landmarks. The town's name honors Capitán General José Basco, recognized for his leadership during the pacification and conquest of the islands. Basco boasts a domestic airport, Basco Airport, facilitating flights from Manila and Baguio. Its climate, classified as a tropical monsoon climate, offers slightly cooler temperatures, particularly during the winter months, owing to its northerly location. Basco experiences a significant amount of rainfall, with the warmest months occurring in June and July, aligning with its geographical position.",9517,33.67
Region-II,Cagayan,Tuguegarao City,"Tuguegarao City, serving as the capital of the Province of Cagayan and the Regional Center of Cagayan Valley, is a hub of educational excellence and economic activity in Region 02. Renowned for its robust tertiary sector, the city drives economic affairs not only within the region but also across border municipalities of the Ilocos Region and the Cordillera Administrative Region. Recognized as the Regional Trading Center and Support Service Center for Agricultural, Tourism, and Industrial Development, Tuguegarao plays a pivotal role in regional industrial growth, complemented by the Cagayan Special Economic Zone in Sta Ana, Cagayan. Leveraging its position as the sole Digital City in Region 02 and capitalizing on its strategic location, Tuguegarao fosters a burgeoning intellectual and knowledge economy. Originating from an Ibanag phrase meaning ""This used to be fire,"" the city celebrates its heritage annually through the Tuguegarao Patronal Fiesta Celebration, highlighted by the Afi Festival or Dance of a Thousand Torches, symbolizing its fiery past. Surrounded by the Sierra Madre Mountain Ranges, Cordilleras, and Caraballo Mountain, Tuguegarao lies along the banks of the Cagayan River and Pinacanauan de Tuguegarao, offering both natural beauty and strategic accessibility, situated approximately 483 kilometers north of Manila. Accessible by land through the Maharlika Highway or by air with a 55-minute flight, Tuguegarao stands as a vibrant center of commerce, education, and culture in the Cagayan Valley.",166334,144.8
Region-II,Isabela,Ilagan,"Ilagan, known as the City of Ilagan in various languages, is a first-class component city and the capital of Isabela province in the Philippines. With a population of 158,218 people according to the 2020 census, it stands as the most populous city in the province and boasts the highest number of voters as of 2022. Spanning 116,626 hectares, it is the largest city in Luzon and the fourth largest in the Philippines. The city's name originates from the Ibanag word ""nagali,"" signifying ""move or transfer,"" referencing the relocation of the capital from Naguilian Baculod to its current site in barangay San Vicente. Ilagan's history is rich, marked by Spanish colonial era missions, revolts, and its role as a provincial capital. It played a significant part in both the American and Japanese occupations, later becoming a center of protest during the Martial Law era. Today, Ilagan thrives as a center for tourism, offering natural attractions like the Ilagan Sanctuary and Abuan River, as well as artificial attractions such as the Ilagan Japanese Tunnel and the Old Capitol Building, now the Isabela Museum and Library. The city also celebrates various festivals, including Aggaw na Ilagan, Binallay Festival, and the Mammangi Festival, honoring its agricultural heritage. Moreover, Ilagan is recognized for its cuisine, particularly the beloved rice cake called binallay. The city's cultural vibrancy is further highlighted by its patronal and town fiestas, reflecting its predominantly Catholic identity. In pop culture, Ilagan is set to be featured in an upcoming film biography showcasing the inspiring story of its current mayor, Josemarie L. Diaz.",158218,1166.26
Region-II,Nueva Vizcaya,Bayombong,"Bayombong, a first-class municipality and the capital of Nueva Vizcaya province in the Philippines, derives its name from the Gaddang word ""bayongyong,"" meaning the confluence of multiple rivers. Originally named Bayumbung to commemorate the Gaddangs' victory in the area's first tribal war, it was formally renamed Bayombong during its foundation on June 12, 1739. The town came under the administration of Dominican friars shortly after its founding, with notable founding figures including Ramon Cabauatan and Jacinto Gadingan. In 1754, the local government was organized, and in 1982, Bayombong became the seat of the new Diocese. The construction of the St. Dominic's church, initiated by Fray Juan Crespo in 1773, symbolizes the town's religious heritage, despite facing challenges such as earthquake damage in 1880 and a devastating fire in 1987. Education has also been central to Bayombong's identity, with the establishment of a farm settlement school by the American administration in 1916. Capitol Park, dubbed the ""Luneta of the North,"" and the Rizal Shrine further highlight Bayombong's cultural significance, honoring not only Jose P. Rizal but also other national heroes.",67714,163.36
Region-II,Quirino,Cabarroguis,"Cabarroguis, the capital of Quirino province in the Philippines, is a third-class municipality with a population of 33,533 according to the 2020 census. Its history traces back to its transformation from a vast forested area inhabited by Aetas and later by the Ilongot tribe, to a permanent settlement for various ethnic groups like the Ilocanos and Tagalogs. It gained municipal status on June 21, 1969, under Republic Act No. 5554, named after the late Congressman Leon Cabarroguis. Geographically, Cabarroguis is located in the northwestern part of Quirino, bordered by municipalities like Diffun and Saguday to the north, Aglipay to the east, and Maddela and Nagtipunan to the south. It covers approximately 26,902 hectares and is subdivided into 17 barangays. The town's economy primarily relies on agriculture, with the majority of the population engaged in agricultural-related industries. Its income classification is third-class, heavily dependent on the National Tax Allocation (NTA), with a local income of 4,591,347.92 PHP and a total external income of 210,587,053.00 PHP in 2022. In terms of governance, Cabarroguis operates under a mayor as its local chief executive and a municipal council as its legislative body. The mayor, vice mayor, and councilors are elected directly by the people every three years. Education in Cabarroguis is overseen by the Schools Division of Quirino, governing both public and private elementary and high schools in the municipality. The division office operates under the Department of Education (DepEd) in the Cagayan Valley region.",33533,260.2
Region-III,Aurora,Baler,"Baler, a town steeped in history and natural beauty, emerged from the Spanish colonial era to become a symbol of resilience and cultural significance in the Philippines. Established in the late 16th century by Franciscan missionaries, it weathered storms both literal and metaphorical, including the devastating ""Tromba Marina"" of 1735 and the famed ""Siege of Baler"" during the Philippine-Spanish War. Despite these challenges, Baler flourished, evolving from a small settlement into the capital of Aurora Province in 1978. Today, it embraces its heritage while embracing modernity, offering visitors a tapestry of experiences, from exploring historic sites like beaches and lush landscapes that make Baler a sought-after destination for travelers seeking both adventure and cultural enrichment.",43785,92.54
Region-III,Bataan,Balanga,"Balanga derives its names from a cooking pot called ""banga"", reflecting its Spanish colonial roots. Established as a mission of the Dominican Order in 1714, Balanga has evolved into a bustling municipality with a rich history and significant landmarks. Today, it stands as one of Bataan's wealthiest towns, driven by agriculture and fishing industries, complemented by its strategic location and robust infrastructure. With a population surpassing 104,000, Balanga continues to grow steadily, offering ample amenities and attracting investments across various sectors, including real estate, education, and eco-friendly transportation. Its aquaculture sector thrives, supporting thousands of fishermen and contributing to the city's economic vitality, emphasizing Balanga's commitment to sustainable development and prosperity.",0,111.63
Region-III,Bulacan,Malolos City,"Known as ""The Cradle of the Philippine Republic,"" Malolos witnessed the birth of the first republic in Asia in 1899, marking a pivotal moment in Filipino history. Founded as a mission of the Dominican Order in 1714, Malolos evolved into a thriving city with a diverse population tracing their roots to various ethnicities. Its strategic location and robust infrastructure contribute to its status as a first-class urban component city, covering an area of 77.25 km2 and serving as the capital of Bulacan province. Malolos is renowned for its educational institutions like Bulacan State University and Centro Escolar University, fostering a culture of innovation and excellence. The city's rich cultural heritage is showcased through its iconic landmarks such as Barasoain Church and the Instituto Mujeres, attracting tourists and history enthusiasts alike. Malolos' industrialization and banking sector growth offer ample business opportunities, while its culinary delights pastillas, inipit, and minatamis na balat ng dayap contribute to its vibrant culinary scene.",261189,67.25
Region-III,Nueva Ecija,Palayan City,"Palayan City, established in 1965 through Republic Act 4475, emerged from a government stock farm in Bongabon Municipality, transforming into the new capital of Nueva Ecija. Anchored by agri-based industries and diverse land usage for agriculture, residential, and commercial purposes, the city is evolving into a vibrant hub. With a vision to become an investment-friendly agro-industrial and agro-tourism center, the Palayan City Business Hub is set to catalyze growth, featuring world-class business-processing outsourcing buildings, a hotel, and a major commercial complex. Expected to generate 18,000 jobs, this initiative signifies Palayan's trajectory towards becoming the province's premier business destination, driven by collaborative efforts between the local and provincial government and private sector investment from MTD Philippines.",45383,101.4
Region-III,Pampanga,San Fernando City,"The City of San Fernando, Pampanga, positioned as a pivotal gateway to the North, sits at the heart of Central Luzon, strategically located for regional connectivity. Located 67 kilometers north of Metro Manila, 16 kilometers south of Clark Freeport Zone and Clark International Airport, and 50 kilometers east of Subic Freeport Zone, it serves as the provincial capital of Pampanga and the administrative nucleus of Central Luzon, hosting regional government offices. Established in 1754 as the precursor Municipality of San Fernando, which encompassed present-day Bacolor and Mexico, it attained cityhood on February 4, 2001, by virtue of Republic Act 8990. With a landscape comprising thirty-five urban barangays spanning 6,774 hectares, San Fernando stands as a dynamic urban center steeped in rich historical and administrative significance.",354666,67.74
Region-III,Tarlac,Tarlac City,"Tarlac, situated at the crossroads of Pangasinan, Nueva Ecija, Zambales, and Pampanga, embodies a rich tapestry of cultural influences. Its name, purportedly derived from the Aeta word ""Malatarlak,"" signifies the wild cogon grass that greeted the land's earliest inhabitants, the Aetas. Formed by volcanic activity, Tarlac emerged as a reclaimed land area from the Zambales Range, becoming a pivotal province in Central Luzon. Despite its ancient plains, Tarlac's provincial organization under Spanish rule occurred relatively late, earning it recognition as one of the first provinces to revolt against Spanish colonial rule in 1896. Notably, Tarlac served as the seat of power for the first Philippine Republic in 1899 under General Emilio Aguinaldo, only to be captured by American forces later that year. During World War II, it witnessed the harrowing Bataan Death March and subsequent liberation of Camp O'Donell. Today, Tarlac stands as a beacon of resilience and progress, epitomizing its enduring spirit to overcome adversities and embrace the challenges of the future.",358398,274.66
Region-III,Zambales,Iba,"Founded by Recollect priests in 1611, the village of Paynawen, now Iba, settled along Bancal River for defense against pirates. The name ""Iba"" may have originated from a fruit, but legend suggests a linguistic misunderstanding led to its adoption. The Zambals, Tagalogs, and Ilocanos formed settlements, shaping Iba's cultural landscape. Despite being part of Pampanga and Pangasinan until 1874, Iba's strategic location made it the provincial capital. Notable events include the establishment of the Zambales Province in 1901 and WWII bombings. Iba's rich history includes the Diocese of Iba's establishment and influential figures like Dr. Enrique M. Garcia. The Zambal language shares similarities with Indo-Malayan languages, reflecting cultural connections, while ancient Zambal religious beliefs centered around spirits and afterlife, reminiscent of their ancestors' practices.",55581,153.38
Region-IVA,Batangas,,,,
Region-IVA,Cavite,,,,
Region-IVA,Laguna,,,,
Region-IVA,Quezon,,,,
Region-IVA,Rizal,,,,
Region-IVB,Marinduque,Boac,"Marinduque is an island province located in the MIMAROPA region of the Philippines. It is surounded by four water ways namely, Tayabas Bay, Mongpong Pass and Tablas Strait. Marinduque is well-known for its vibrant Moriones Festival, which features traditional masks and costumes during Holy Week. In addition, the province is home to natural landmarks such Bathala Caves, Poctoy White Beach, and Tres Reyes Islands. Travelers looking to unwind and explore among the wonders of nature choose Marinduque for its serene atmosphere and picturesque views.",239207,952.6
Region-IVB,Mindoro Occidental,Mambarao,"Mindoro Occidental is a province in the MIMAROPA region in the Philippines. It is located on the western half of Mindoro Island. It is also known as the ""Marine Wonderland"". It offers a wide variety of natural attractions such as beahes, lush mountains, and diverse marine life. Mindoro Occidental offers many great beaches like Pandan Island and White Beach which ideal for various activities like swimming, snorkeling, diving. Aside from those, the province also have lush forest and magneficent waterfalls like Tamaraw Falls and Lubang Buaya Falls. In addition, aside from its natural beauty, Mindoro Occidental also offers cultural experiences with its festival. The province's Malasimbo Music and Arts Festival showcases local talent and traditions which can be enjoyed by locals and tourist alike.",525354,5880
Region-IVB,Mindoro Oriental,Calapan City,"Mindoro Oriental is another province located in the MIMAROPA region of the Philippines. It occupies the eastern portion of Mindoro Island and is the other half of Mindoro Occidental. It is known as the rice granary and fruit basket of Southern Tagalog. The province is known for producing large quatities of rice, fruits and other agricultural products. Aside from its agricultural sector, the region also offers many tourist attractions. Puerto Galera which is the key entry point to Mindoro Oriental offers white beaches and dive sites. The province is also home to numerous wildlife like the nudibranch, mantis shrimp, sea anemone and the tamaraw. Whale sharks can also be spoted in the province since it is part of its migration routes. In addition to those, Mindoro Oriental also offers Moutn Halcon in Baco. Moutn Halcon is one of the highest peaks in the Philippines and is a popular mountain climbing destination.
",908339,4365
Region-IVB,Palawan,Puerto Princesa,"Palawan is an island province located in the MIMAROPA region of the Philippines. It is the largest province it the Philippines in terms of total area of 14,649.73 km2. Palawan is known for its stunning natural beauty and is often refered as the ""Last Frontier"" and ""Best Island"" of the Philippines due to its beautiful landscape and rich biodiversity. The province offers a lot of breathtaking wonders raging from crystal clear waters, white sandy beaches, limestone cliffs, and lush forests. Palawan houses numerous narutal attraction which includes the Puerto Princesssa Underground River, a UNESCO World Heritage Site. Another attraction would be the stunning limestone formations of the Bauit Archipelago. Aside from that, due to its vibrant marine life, Palawan is also a popular destination for divind and snorkeling.
",939594,14896
Region-IVB,Romblon,Romblon,"Romblon is a province found in the MIMAROPA region of the Philippines. It is composed of several islands with Tablas being the largest island and is situated in the Sibyan Sea. Romblon is known for its marble industry and is dubbed as the ""Marble Capital of the Philippines"" which produces Italian-guality marble. Aside from that, the province also offers stuning natural landscapes such as pristine beaches, rugges coastline, and lush forests. In addition, Romblon is also rich in cultural heritage. Spanish colonial-era churhces and historical is scattered throughout the islands.
",308985,1533.45
Region-V,Albay,,,,
Region-V,Camarines Norte,,,,
Region-V,Camarines Sur,,,,
Region-V,Catanduanes,,,,
Region-V,Masbate,,,,
Region-V,Sorsogon,,,,
Region-VI,Aklan,Kalibo,"Aklan, located in the northern part of Panay Island within the Western Visayas Region of the Philippines, is home to the Aklanon people who speak the Akeanon language. Aklan is a member of the Western Bisayan branch of Philippine languages and is closely related to Kinaray-a and Kuyonon languages in the region. The Aklanon language is part of the Malayo-Polynesian language family. It is spoken by about 460,000 people in Aklan, with Aklan-speaking emigrants also found in Manila, southern Mindanao, and the USA. The Aklan alphabet forms a meaningful phrase when said in alphabetical order. The Aklanons share their province with other ethnic groups like Ati, Karay-a, Hiligaynon, and Capiznon. Most Aklanons are Roman Catholics, with Christian festivals like Lent and Christmas holding significant cultural importance.",615475,1760
Region-VI,Antique,San Jose de Buenavista,"Antique, a province in the Western Visayas region of the Philippines, is often referred to as the ""Rising Star of Western Visayas"" due to its hidden charm and natural beauty. The province is situated in the western section of the Visayas and is bordered by Aklan, Capiz, Iloilo, Panay Gulf, and the Sulu Sea. Additionally, Antique offers a rich cultural experience through events like the Binirayan Festival, showcasing ethnic cultures and traditions unique to the province. Visitors to Antique can enjoy eco-tourism activities that bring them closer to nature, such as fish spas, boat production insights, natural salt production, pottery, and brick making. ",612974,2729.17
Region-VI,Capiz,Roxas,"Capiz, a province in the Western Visayas region of the Philippines, is known as the ""Seafood Capital of the Philippines"" due to its extensive coastline and abundant fishing grounds. Capiz is bordered by the Sibuyan Sea to the north, Iloilo to the south, Aklan to the west, and Antique to the east. Capiz is home to two predominant local languages, Capiznon and Hiligaynon, with Filipino and English also commonly used. The province's economy thrives on fishing and farming, with agricultural products like rice, corn, coconut, sugarcane, banana, and cut flowers contributing significantly to its industry. Additionally, Capiz is a significant producer of prawns and milkfish (bangus).",804952,2594.64
Region-VI,Guimaras,Jordan,"Guimaras, an island province in the Western Visayas region of the Philippines, is known for its captivating landscapes, rich history, and warm culture. Comprised of five municipalities, Guimaras offers a range of natural wonders and experiences for tourists seeking adventure. The province is celebrated for its world-renowned mangoes, unspoiled beaches, and picturesque attractions that showcase its natural beauty and cultural richness. Guimaras was proclaimed a regular and full-fledged province on May 22, 1992, with Jordan town as its capital. The island is situated in Panay Gulf, between Panay and Negros Islands, forming part of the Metro Iloilo–Guimaras metropolitan area. Guimaras attracts tourists with events like the Manggahan Festival in May, where locals wear mango-inspired costumes and showcase mango-themed floats in a vibrant parade. The province is also a growing destination for ecotourism, offering visits to agricultural areas like the Oro Verde Mango Plantation and natural beauty spots such as Talkong Island and San Lorenzo Wind Farm. Additionally, Guimaras is a site for religious tourism, with attractions like the Balaan Bukid Shrine and the Trappist Monastery providing unique experiences for visitors.",187842,604.57
Region-VI,Iloilo,Iloilo City,"Iloilo, officially the Province of Iloilo, is a province in the Western Visayas region of the Philippines located on Panay Island. Its capital and largest city is Iloilo City, which serves as the regional center of Western Visayas. Iloilo is known for its beautiful old-world architecture reminiscent of Latin American countries, with Spanish colonial churches being prominent tourist sites in the province. The province boasts a vibrant economy driven by various industries and services, making Iloilo City a hub for real estate, medical, education, shopping, business, and IT/BPO centers. Iloilo is also home to two cultural minorities, the Sulod-Bukidnon and the Ati, who contribute to the province's diverse cultural tapestry. Fiestas play a significant role in Iloilo's culture, with almost every town holding annual fiestas or festivals that are essential local highlights. Additionally, Iloilo has a rich history influenced by Spanish colonization and has been an important trading post throughout different historical periods. The province is often called the ""Heart of the Philippines"" and remains a significant urban center blending tradition and modernity.",457626,78.34
Region-VI,Negros Occidental,Bacolod,"Negros Occidental, located in the western part of Negros Island, is the fourth most populated province in the Philippines and is known for its Chicken Inasal and thriving sugar industry, earning it the nickname ""Sugarbowl of the Philippines."" In addition, Negros Occidental is predominantly a Hiligaynon-speaking province, with Cebuano also spoken in certain areas facing the Tañon Strait due to their proximity to Cebu. The province's economy heavily relies on the sugar industry, producing more than half of the country's sugar output. Furthermore, Negros Occidental is a significant urban center with Bacolod City as its capital and is known for its vibrant culture, historical significance, and beautiful landscapes.",2623172,4997.64
Region-VII,Bohol,Tagbilaran City,"Bohol, located in Central Visayas, is the 10th largest island in the Philippines. The province is composed of an oval-shaped mainland surrounded by 72 smaller islands. Bohol is known for being a prime eco-cultural tourist destination and an agro-industrial center in the region. It is abundant in beaches and resorts, with popular destinations like Panglao Island and Anda. The province is divided into three congressional districts, comprising one component city and 47 municipalities, with 1,109 barangays. Tagbilaran City serves as Bohol's principal business capital and center of governance. The Camotes Sea, Canigao Channel, Bohol Sea, and Cebu Strait border the province. Bohol is famous for its Chocolate Hills, a unique geological formation, and is home to the Philippine tarsier, one of the world's smallest primates. ",1313560,4820.95
Region-VII,Cebu,Cebu City,"Cebu, located in Central Visayas, is a highly urbanized city and the capital of the Cebu Province. It is one of three cities, along with Lapu-Lapu City and Mandaue City, that are part of the province. In addition, Cebu City is the sixth-most populated city in the Philippines and the most populous in the Visayas region. It serves as the regional center of Central Visayas and influences commerce, trade, industry, education, culture, tourism, and healthcare beyond the region. Cebu City is a major domestic shipping port in the Philippines and hosts about 80% of the country's domestic shipping companies. It is also a prime trading center in the southern Philippines and is strategically located at the center of Cebu Island. The city is part of Metro Cebu, the second-largest metropolitan area in the Philippines, which includes several other cities and municipalities. Cebu City is known for its economic activities in shipping, furniture-making, tourism, business processing services, and heavy industry.",3325385,4943.72
Region-VII,Negros Oriental,Dumaguete,"Negros Oriental, located in Central Visayas, is a province in the Philippines known for its rich history and natural beauty. It occupies the southeastern half of Negros Island and shares borders with Negros Occidental to the northwest. The capital and most populous city of the province is Dumaguete. Negros Oriental is the second most populous province in Central Visayas after Cebu. The primary spoken language in Negros Oriental is Cebuano, and the predominant religion is Roman Catholicism. The province is known for its diverse attractions, including Apo Island, a popular dive site, and its captivating mix of culture and modernization. The province's motto is ""Veritas Via Vitae"" (The truth is the way of life), reflecting its commitment to truth and progress.",1432990,5420.57
Region-VII,Siquijor,Siquijor,"Siquijor, a province in Central Visayas, is an island known for its mystical charm and natural beauty. It is the third smallest province in the Philippines and is located near the islands of Cebu, Bohol, and Negros Oriental. Siquijor is recognized for its trade development, which is particularly dominated by small and micro-traders. The province offers a serene environment with pristine beaches, crystal-clear waters, and lush landscapes. Siquijor is a popular destination for those seeking a tranquil escape and a glimpse into local folklore and healing traditions. Tourism, agriculture, and trade activities drive the island's economy.",103395,337.49
Region-VIII,Biliran,Naval,"The province of Biliran in the Eastern Visayas region emerged as a regular province in 1992, boasting diverse topography and an agricultural economy. It is characterized by slightly flat to rolling terrain, encompassing eight municipalities engaged in farming and fishing activities. Major crops include palay, coconut, root crops, and fruits, while the fishing industry contributes significantly. Trade and commerce thrive, with active areas such as Biliran municipality serving as a gateway to Leyte through a bridge connection. The Naval commercial port facilitates major goods inflows and outflows, with ferryboats connecting Naval to Cebu City. Copra, rice, bananas, and dried fish are key exports, reaching markets in Cebu, Tacloban, Samar, and Manila. It also serves as a haven for tourists, attracting both local and international visitors. Natural wonders include coral reef gardens, scenic waterways, and white sand beaches such as Banderahan Beach in Naval and Sambawan Island with its vibrant marine life. ",179652,536.01
